Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
37	償	Reparation	"<p class=""element-item primary""> Reparation </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>賞</jp-symbol></span><p>Prize</p></radical></div>"	The <radical>leader</radical> presents you with a <radical>prize</radical> as <kanji>reparation</kanji> for his past deeds. This leader wronged you in the past and wishes to make amends. Therefore the leader presents you with a reparation in the form of a glittering prize.<br><br>  - Hint: Imagine receiving your reparation prize. Feel the prize in your hand. It’s all wrapped up but it’s heavy and feels expensive. What could it be?	Kanji Meaning	-	Kanji_Meaning Level_37
37	抵	Resist	"<p class=""element-item primary""> Resist </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>氏</jp-symbol></span><p>Clan</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical></div>"	Everyone from your <radical>clan</radical> puts their <radical>fingers</radical> in the <radical>ground</radical> as a way to <kanji>resist</kanji> their lords. Your clan is made of a bunch of peasants, but you aren't going to work the land for other people anymore. You're going to resist. This is a protest! Your fingers work for no one but yourselves from now on!<br><br>  - Hint: Imagine your entire clan putting their fingers in the ground in unison as a form of resistance. It's a moving sight.	Kanji Meaning	-	Kanji_Meaning Level_37
37	串	Skewer,Spit	"<p class=""element-item primary""> Skewer </p>,<p class=""element-item""> Spit </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>串</jp-symbol></span><p>Skewer</p></radical></div>"	The <radical>skewer</radical> radical and the <kanji>skewer</kanji> kanji are exactly the same!<br><br>  - Hint: Know your radicals, yo.	Kanji Meaning	-	Kanji_Meaning Level_37
37	闘	Struggle	"<p class=""element-item primary""> Struggle </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>門</jp-symbol></span><p>Gate</p></radical><radical class=""component""><span><jp-symbol>豆</jp-symbol></span><p>Beans</p></radical><radical class=""component""><span><jp-symbol>寸</jp-symbol></span><p>Measurement</p></radical></div>"	"At this <radical>gate</radical> you're trying to get some <radical>beans</radical> through, but the <radical>measurements</radical> were off and you're starting to <kanji>struggle</kanji>. No matter how you push or pull these beans, they're just too big to get through the gate.<br><br>  - Hint: ""I'm really struggling here, I thought you said you measured these beans?"" you ask the bean seller. ""I did! I mean, I struggled with the measurements, I'm not very good at math..."" Ugh."	Kanji Meaning	-	Kanji_Meaning Level_37
37	執	Tenacious	"<p class=""element-item primary""> Tenacious </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>幸</jp-symbol></span><p>Happiness</p></radical><radical class=""component""><span><jp-symbol>丸</jp-symbol></span><p>Circle</p></radical></div>"	<radical>Happiness</radical> is a <radical>circle</radical> that's <kanji>tenacious</kanji>. In other words, we're all in this circle/cycle where we do whatever we can to grab onto happiness and hold it as tightly as we can.<br><br>  - Hint: Be tenacious about happiness in your life. No matter how many times it slips away, don't give up. Keep going after it, because it will absolutely come back if you're tenacious enough.	Kanji Meaning	-	Kanji_Meaning Level_37
37	跡	Traces	"<p class=""element-item primary""> Traces </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>足</jp-symbol></span><p>Foot</p></radical><radical class=""component""><span><jp-symbol>赤</jp-symbol></span><p>Red</p></radical></div>"	Your <radical>foot</radical> is a little <radical>red</radical> and you can see <kanji>traces</kanji> of ink streaked on it. Where did these traces come from?<br><br>  - Hint: You look closer at your foot, examining the traces of red ink, and slowly the night before comes back to you.	Kanji Meaning	-	Kanji_Meaning Level_37
37	削	Whittle Down	"<p class=""element-item primary""> Whittle Down </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-triceratops""></i></jp-symbol></span><p>Triceratops</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	A <radical>triceratops</radical> with a <radical>moon</radical> <radical>knife</radical> can <kanji>whittle down</kanji> anything.<br><br>  - Hint: Imagine the triceratops with its little moon knife, doing some whittling. Hand it anything and it will whittle it down.	Kanji Meaning	-	Kanji_Meaning Level_37
38	伴	Accompany	"<p class=""element-item primary""> Accompany </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>半</jp-symbol></span><p>Half</p></radical></div>"	A <radical>leader</radical> asks <radical>half</radical> of his men to <kanji>accompany</kanji> him on a secret mission. The leader’s mission is volunteer only, so it’s impressive that he got half of his men to accompany him.<br><br>  - Hint: Imagine you are one of the leader’s men who volunteered. What made you want to accompany him? Imagine the good qualities of this leader and how he inspired you to accompany him on this mission.	Kanji Meaning	-	Kanji_Meaning Level_38
38	齢	Age	"<p class=""element-item primary""> Age </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>歯</jp-symbol></span><p>Tooth</p></radical><radical class=""component""><span><jp-symbol>令</jp-symbol></span><p>Orders</p></radical></div>"	You get <radical>tooth</radical> <radical>orders</radical>. You get these tooth orders various times in your life, depending on your <kanji>age</kanji>.<br><br>  - Hint: You get baby age tooth orders (to get your first teeth). You get child age tooth orders (to get your adult teeth). Then you get old age tooth orders (when you start losing your teeth). There are tooth orders for every age.	Kanji Meaning	-	Kanji_Meaning Level_38
38	宜	Best Regards	"<p class=""element-item primary""> Best Regards </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>且</jp-symbol></span><p>Top Hat</p></radical></div>"	By showing the <radical>roof</radical> of your <radical>top hat</radical> you send your <kanji>best regards</kanji>.<br><br>  - Hint: Giving your best regards is basically just tipping your hat and showing the roof of it.	Kanji Meaning	-	Kanji_Meaning Level_38
38	噛	Bite,Chew	"<p class=""element-item primary""> Bite </p>,<p class=""element-item""> Chew </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>歯</jp-symbol></span><p>Tooth</p></radical></div>"	Your <radical>mouth</radical> has a <radical>tooth</radical> that you use to <kanji>bite</kanji> and <kanji>chew</kanji> with.<br><br>  - Hint: Imagine that one tooth in your mouth chewing through everything. It's not easy to chew with only one tooth, but luckily yours is huge and razor-sharp, so it helps you to bite and chew your way through anything you like.	Kanji Meaning	-	Kanji_Meaning Level_38
38	賄	Bribe	"<p class=""element-item primary""> Bribe </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical><radical class=""component""><span><jp-symbol>有</jp-symbol></span><p>Have</p></radical></div>"	The more <radical>shellfish</radical> you <radical>have</radical>, the more you can <kanji>bribe</kanji> people. That worked in the olden days when shells were money, and today too if the people you want to bribe really like seafood.<br><br>  - Hint: Imagine bribing a bunch of yakuza and politicians with all the shellfish you have. Ohohoh, you'll never be caught!	Kanji Meaning	-	Kanji_Meaning Level_38
38	賂	Bribe	"<p class=""element-item primary""> Bribe </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical><radical class=""component""><span><jp-symbol>各</jp-symbol></span><p>Kiss</p></radical></div>"	"Someone is offering you a <radical>shellfish</radical> in exchange for a <radical>kiss</radical>. This is a <kanji>bribe</kanji>! You don't want to kiss them, but that shellfish sure looks tasty.<br><br>  - Hint: ""Come on, don't you want this shellfish?"" they ask, shaking it up and down at you."	Kanji Meaning	-	Kanji_Meaning Level_38
38	房	Cluster	"<p class=""element-item primary""> Cluster </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>戸</jp-symbol></span><p>Door</p></radical><radical class=""component""><span><jp-symbol>方</jp-symbol></span><p>Direction</p></radical></div>"	The <radical>door</radical> in that <radical>direction</radical> is among a <kanji>cluster</kanji> of doors. You run in the direction of the cluster and one door stands out to you. You enter it.<br><br>  - Hint: Imagine seeing all these doors, this cluster of doors. You feel confused at which one to enter but finally pick one. Hear the door creak as you open it.	Kanji Meaning	-	Kanji_Meaning Level_38
38	託	Consign	"<p class=""element-item primary""> Consign </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>丿</jp-symbol></span><p>Slide</p></radical><radical class=""component""><span><jp-symbol>七</jp-symbol></span><p>Seven</p></radical></div>"	They <radical>say</radical> if you put things on a <radical>slide</radical>, <radical>seven</radical> things to be exact, that’s the best way to <kanji>consign</kanji> goods to someone. They say if you consign seven things to someone, you should send them over on a slide. Slide ‘em on down. All seven of ‘em.<br><br>  - Hint: Imagine what seven things you consign over to this other person for safekeeping. Visualize them in your head as you slide each one down the slide.	Kanji Meaning	-	Kanji_Meaning Level_38
38	却	Contrary	"<p class=""element-item primary""> Contrary </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>去</jp-symbol></span><p>Past</p></radical><radical class=""component""><span><jp-symbol>卩</jp-symbol></span><p>Stamp</p></radical></div>"	<radical>Past</radical> <radical>stamp</radical>s usually depict images <kanji>contrary</kanji> to current views.<br><br>  - Hint: Look at this stamp. There's Columbus being hugged by a bunch of South American natives. Yikes, that's contrary to how things went, that's for sure.	Kanji Meaning	-	Kanji_Meaning Level_38
38	需	Demand	"<p class=""element-item primary""> Demand </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>雨</jp-symbol></span><p>Rain</p></radical><radical class=""component""><span><jp-symbol>而</jp-symbol></span><p>Rake</p></radical></div>"	In the <radical>rain</radical> I take my <radical>rake</radical> and shake it, making a <kanji>demand</kanji> that the rain stop! I demand this rain stop right now! Don’t make me shake my rake more violently than I am currently shaking it!<br><br>  - Hint: Go out into the rain and shake your rake. Imagine shouting your demand at the sky as the rain pelts you from above.	Kanji Meaning	-	Kanji_Meaning Level_38
