Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
13	標	Signpost	"<p class=""element-item primary""> Signpost </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical><radical class=""component""><span><jp-symbol>示</jp-symbol></span><p>Jackhammer</p></radical></div>"	You see a <radical>tree</radical> with a <radical>helicopter</radical> and a <radical>jackhammer</radical> tied to it. You look closer, because this is an odd sight, and realize that there is a sign here too. It's telling you to beware of helicopters and jackhammers in this woods. It's a poorly made <kanji>signpost</kanji>!<br><br>  - Hint: This is not the best signpost you've ever seen, but it's better than nothing at all, you suppose.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L11
14	術	Art,Technique	"<p class=""element-item primary""> Art </p>,<p class=""element-item""> Technique </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>行</jp-symbol></span><p>Go</p></radical><radical class=""component""><span><jp-symbol>ホ</jp-symbol></span><p>Angel</p></radical><radical class=""component""><span><jp-symbol>丶</jp-symbol></span><p>Drop</p></radical></div>"	There <radical>go</radical> some <radical>angel</radical> with <radical>drop</radical> on their shoulders. Carrying drops like that is a real <kanji>art</kanji>. It requires <kanji>technique</kanji>. <br><br>  - Hint: Angels are really good at going around carrying drops! Imagine the artistry and technique involved. I bet they do some kind of dance, and there's lots of sparkly magic.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L11
14	例	Example	"<p class=""element-item primary""> Example </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>歹</jp-symbol></span><p>Yakuza</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	"The <radical>leader</radical> of the <radical>yakuza</radical> shows you his <radical>knife</radical>. He says, ""This is an <kanji>example</kanji> of a knife.""<br><br>  - Hint: The leader of the yakuza is just showing you an example of a knife. Maybe to scare you? Why would an example of what a knife is scare you, though? Coming from the leader of the yakuza, this is a weird tactic."	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L11
17	劇	Drama	"<p class=""element-item primary""> Drama </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>虍</jp-symbol></span><p>Tiger</p></radical><radical class=""component""><span><jp-symbol>豕</jp-symbol></span><p>Pig</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	"A <radical>tiger</radical> kills a <radical>pig</radical> with a <radical>knife</radical> in this new <kanji>drama</kanji> about the animal kingdom! The tiger and pig used to be friends when they were younger, but now they're bitter enemies and the tiger just stabbed the pig right in the chest with a knife.<br><br>  - Hint: Picture this scene from the drama as dramatically as you can. The pig stares into the tiger's eyes, ""Tiger, you wouldn't–uh!"" The pig's eyes slowly lower to see the knife sticking into its gut, the tiger's hand still holding it. ""This is what you get, you pig,"" the tiger spits back, twisting."	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L11
17	官	Government	"<p class=""element-item primary""> Government </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-bear""></i></jp-symbol></span><p>Bear</p></radical></div>"	Under this <radical>roof</radical> is a <radical>bear</radical> who works for the <kanji>government</kanji>. If you saw a bear out in the wild you might be afraid and try to run, but if you see a bear inside a building under a roof, don't be scared! It's just a government bear.<br><br>  - Hint: Picture the government bear looking through government documents and snorting gruffly as it decides what to sign and what to reject. It has a little government sash and hat.	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L11
17	察	Guess	"<p class=""element-item primary""> Guess </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>祭</jp-symbol></span><p>Festival</p></radical></div>"	If you're on the <radical>roof</radical> of the <radical>festival</radical> you'll have to <kanji>guess</kanji> what's actually going on below you. You can kind of see that there are rides and maybe food? It smells like food. But you have to guess on the specifics because you're above it and not in it.<br><br>  - Hint: Imagine being on the roof above a festival. Can you guess what's happening below you based on the sounds and smells?	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L11
17	警	Warn,Admonish	"<p class=""element-item primary""> Warn </p>,<p class=""element-item""> Admonish </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>苟</jp-symbol></span><p>Poem</p></radical><radical class=""component""><span><jp-symbol>夂</jp-symbol></span><p>Winter</p></radical><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical></div>"	You have a <radical>poem</radical> about <radical>winter</radical> that you <radical>say</radical> to <kanji>warn</kanji> people against going outside. It's cold and dangerous in winter! You <kanji>admonish</kanji> anyone and everyone you see going out there with your scary winter poem.<br><br>  - Hint: Imagine the things you'd warn people about. What is it about winter that's so dangerous?	Kanji Meaning	-	Kanji_Meaning Level_17 Genki_L11
19	宙	Midair	"<p class=""element-item primary""> Midair </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>由</jp-symbol></span><p>Reason</p></radical></div>"	You jumped off your <radical>roof</radical> for some <radical>reason</radical> and now you're floating in <kanji>midair</kanji>! You kick your legs a bit and move your arms like you're in water, but you're still just stuck there in midair.<br><br>  - Hint: At the moment you can't remember the reason you did it, but when you jumped off your roof you just floated in midair.	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L11
19	宇	Outer Space	"<p class=""element-item primary""> Outer Space </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>干</jp-symbol></span><p>Dry</p></radical></div>"	You use a <radical>roof</radical> to keep yourself <radical>dry</radical> and safe from <kanji>outer space</kanji>. Look outside, above your roof, and you'll see outer space stretching above you.<br><br>  - Hint: You don't want to float up into outer space and get all wet, do you? No? Then you better make sure you have a roof above your head.	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L11
19	詞	Part Of Speech,Speech Particle,Particle Of Speech,Grammar Particle	"<p class=""element-item primary""> Part Of Speech </p>,<p class=""element-item""> Speech Particle </p>,<p class=""element-item""> Particle Of Speech </p>,<p class=""element-item""> Grammar Particle </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>司</jp-symbol></span><p>Director</p></radical></div>"	"What you <radical>say</radical> to the <radical>director</radical> is judged immediately. You're having trouble understanding this <kanji>part of speech</kanji>, so he's trying to help you. But you say it over and over and he keeps saying you're wrong.<br><br>  - Hint: ""Is it an adjective?"" ""No, that's the wrong part of speech."" ""Is it a verb?"" ""N-no! Of course not!"""	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L11
20	夢	Dream	"<p class=""element-item primary""> Dream </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>罒</jp-symbol></span><p>Net</p></radical><radical class=""component""><span><jp-symbol>冖</jp-symbol></span><p>Forehead</p></radical><radical class=""component""><span><jp-symbol>夕</jp-symbol></span><p>Evening</p></radical></div>"	A <radical>flowers</radical> <radical>net</radical> is upon your <radical>forehead</radical> in the <radical>evening</radical>. These appear on your head at night whenever you are having a <kanji>dream</kanji>.<br><br>  - Hint: Watch yourself sleeping. Then, a net of flowers appear on your forehead as you start to dream.	Kanji Meaning	-	Kanji_Meaning Level_20 Genki_L11
20	防	Prevent,Prevention	"<p class=""element-item primary""> Prevent </p>,<p class=""element-item""> Prevention </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical><radical class=""component""><span><jp-symbol>方</jp-symbol></span><p>Direction</p></radical></div>"	If there is a <radical>building</radical> in the <radical>direction</radical> you want to go it will <kanji>prevent</kanji> you from going any further. Like, come on kid, you think you can just walk right through a building? Don't make me laugh!<br><br>  - Hint: There's a building right there. Try to go that direction. Oh, did the building prevent you? Told you so.	Kanji Meaning	-	Kanji_Meaning Level_20 Genki_L11
22	状	Condition	"<p class=""element-item primary""> Condition </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>丬</jp-symbol></span><p>Icicle</p></radical><radical class=""component""><span><jp-symbol>犬</jp-symbol></span><p>Dog</p></radical></div>"	There's an <radical>icicle</radical> on a <radical>dog</radical>. That is the dog's <kanji>condition</kanji>.<br><br>  - Hint: Imagine a couple police officers looking at the dog, talking specifically about the condition they found the dog in.	Kanji Meaning	-	Kanji_Meaning Level_22 Genki_L11
22	賀	Congratulations	"<p class=""element-item primary""> Congratulations </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical></div>"	"You use the <radical>power</radical> of your <radical>mouth</radical> to spit <radical>shellfish</radical> at people as a form of <kanji>congratulations</kanji>! In fact, you yell ""CONGRATULATIONS!"" as the shellfish come pouring out of your powerful mouth.<br><br>  - Hint: Shellfish were once used as currency, so this totally makes sense. Just think of the shellfish as money coming out of your mouth as you say your congratulations."	Kanji Meaning	-	Kanji_Meaning Level_22 Genki_L11
22	領	Territory	"<p class=""element-item primary""> Territory </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>令</jp-symbol></span><p>Orders</p></radical><radical class=""component""><span><jp-symbol>頁</jp-symbol></span><p>Geoduck</p></radical></div>"	Taking <radical>orders</radical> from a <radical>geoduck</radical> will place you into enemy <kanji>territory</kanji>. Geoducks make terrible commanders, so if you take orders from one, expect to end up in unknown territory, potentially even enemy territory. Be prepared.<br><br>  - Hint: Imagine this geoduck shouting orders at you to march into enemy territory. See its gross body as a mouth forms and starts shouting out orders.	Kanji Meaning	-	Kanji_Meaning Level_22 Genki_L11
